date,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code,city_id,city_ascii,lat,lng,country,admin_name,population,id
2026-09-17,27.8,21.0,0.0,0,15.8,43.6,3,1504786674,Inezgane,30.3658,-9.5381,Morocco,Souss-Massa,137512.0,1504786674
2026-09-18,25.5,20.2,0.0,0,14.1,39.2,2,1504786674,Inezgane,30.3658,-9.5381,Morocco,Souss-Massa,137512.0,1504786674
2026-09-19,25.5,20.4,0.0,0,14.5,39.6,45,1504786674,Inezgane,30.3658,-9.5381,Morocco,Souss-Massa,137512.0,1504786674
2026-09-20,30.0,19.9,0.0,0,13.8,28.4,45,1504786674,Inezgane,30.3658,-9.5381,Morocco,Souss-Massa,137512.0,1504786674
2026-09-21,39.5,24.7,0.0,0,16.7,34.9,1,1504786674,Inezgane,30.3658,-9.5381,Morocco,Souss-Massa,137512.0,1504786674
2026-09-14,26.1,23.2,0.0,0,14.3,32.0,2,1504811178,Nador,35.1667,-2.9333,Morocco,Oriental,161726.0,1504811178
2026-09-15,26.8,21.7,0.0,0,11.0,25.9,2,1504811178,Nador,35.1667,-2.9333,Morocco,Oriental,161726.0,1504811178
2026-09-16,30.2,21.9,0.0,0,9.7,26.3,2,1504811178,Nador,35.1667,-2.9333,Morocco,Oriental,161726.0,1504811178
2026-09-17,26.8,21.5,0.1,5,17.0,38.2,3,1504811178,Nador,35.1667,-2.9333,Morocco,Oriental,161726.0,1504811178
2026-09-18,25.2,22.2,1.6,10,14.0,31.7,80,1504811178,Nador,35.1667,-2.9333,Morocco,Oriental,161726.0,1504811178
2026-09-19,25.6,22.5,0.3,8,20.5,44.3,3,1504811178,Nador,35.1667,-2.9333,Morocco,Oriental,161726.0,1504811178
2026-09-20,26.4,23.3,0.0,5,24.7,45.4,3,1504811178,Nador,35.1667,-2.9333,Morocco,Oriental,161726.0,1504811178
2026-09-21,26.7,21.8,0.0,0,23.9,41.4,2,1504811178,Nador,35.1667,-2.9333,Morocco,Oriental,161726.0,1504811178
2026-09-15,32.6,23.6,0.0,0,17.4,37.8,2,1504820285,Sefrou,33.83,-4.83,Morocco,Fès-Meknès,86903.0,1504820285
2026-09-16,29.6,19.4,0.0,0,18.8,41.0,2,1504820285,Sefrou,33.83,-4.83,Morocco,Fès-Meknès,86903.0,1504820285
2026-09-17,26.6,18.0,0.0,3,16.4,36.0,3,1504820285,Sefrou,33.83,-4.83,Morocco,Fès-Meknès,86903.0,1504820285
2026-09-18,27.2,17.4,0.0,10,15.2,33.1,3,1504820285,Sefrou,33.83,-4.83,Morocco,Fès-Meknès,86903.0,1504820285
2026-09-19,30.5,19.3,0.0,4,20.0,41.8,3,1504820285,Sefrou,33.83,-4.83,Morocco,Fès-Meknès,86903.0,1504820285
2026-09-20,33.7,22.2,0.0,8,17.9,33.5,2,1504820285,Sefrou,33.83,-4.83,Morocco,Fès-Meknès,86903.0,1504820285
2026-09-21,34.4,19.4,0.0,8,17.7,33.8,2,1504820285,Sefrou,33.83,-4.83,Morocco,Fès-Meknès,86903.0,1504820285
2026-09-15,33.8,18.9,0.0,0,23.2,42.8,3,1504842310,Guercif,34.23,-3.36,Morocco,Oriental,80703.0,1504842310
2026-09-16,34.9,19.1,0.0,0,25.0,44.6,1,1504842310,Guercif,34.23,-3.36,Morocco,Oriental,80703.0,1504842310
2026-09-17,31.7,20.2,0.0,5,29.7,56.9,3,1504842310,Guercif,34.23,-3.36,Morocco,Oriental,80703.0,1504842310
2026-09-18,29.9,19.6,0.0,10,27.3,49.7,3,1504842310,Guercif,34.23,-3.36,Morocco,Oriental,80703.0,1504842310
2026-09-19,30.1,19.5,0.0,13,31.1,61.6,3,1504842310,Guercif,34.23,-3.36,Morocco,Oriental,80703.0,1504842310
2026-09-20,31.0,20.6,0.0,3,26.8,48.2,3,1504842310,Guercif,34.23,-3.36,Morocco,Oriental,80703.0,1504842310
2026-09-21,30.9,19.8,0.0,3,28.2,51.1,2,1504842310,Guercif,34.23,-3.36,Morocco,Oriental,80703.0,1504842310
2026-09-15,27.5,22.7,0.0,3,24.7,46.8,3,1504845522,Essaouira,31.513,-9.7687,Morocco,Marrakech-Safi,82962.0,1504845522
2026-09-16,25.5,20.4,0.0,0,36.0,66.6,1,1504845522,Essaouira,31.513,-9.7687,Morocco,Marrakech-Safi,82962.0,1504845522
2026-09-17,24.3,19.3,0.0,0,27.7,51.5,3,1504845522,Essaouira,31.513,-9.7687,Morocco,Marrakech-Safi,82962.0,1504845522
2026-09-18,24.5,19.5,0.0,0,30.0,55.4,3,1504845522,Essaouira,31.513,-9.7687,Morocco,Marrakech-Safi,82962.0,1504845522
2026-09-19,24.9,19.3,0.0,0,29.6,55.4,2,1504845522,Essaouira,31.513,-9.7687,Morocco,Marrakech-Safi,82962.0,1504845522
2026-09-20,28.0,19.8,0.0,0,14.7,25.9,2,1504845522,Essaouira,31.513,-9.7687,Morocco,Marrakech-Safi,82962.0,1504845522
2026-09-21,31.7,20.5,0.0,0,9.6,19.1,2,1504845522,Essaouira,31.513,-9.7687,Morocco,Marrakech-Safi,82962.0,1504845522
2026-09-14,40.0,24.9,0.0,8,16.0,29.2,3,1504846488,El Kelaa des Srarhna,32.05,-7.4,Morocco,Marrakech-Safi,106418.0,1504846488
2026-09-15,38.1,25.6,0.1,3,18.8,34.2,3,1504846488,El Kelaa des Srarhna,32.05,-7.4,Morocco,Marrakech-Safi,106418.0,1504846488
2026-09-16,34.4,20.9,0.0,0,19.8,33.8,0,1504846488,El Kelaa des Srarhna,32.05,-7.4,Morocco,Marrakech-Safi,106418.0,1504846488
2026-09-17,30.2,17.9,0.0,3,15.0,26.6,3,1504846488,El Kelaa des Srarhna,32.05,-7.4,Morocco,Marrakech-Safi,106418.0,1504846488
2026-09-18,31.3,18.2,0.0,10,13.5,24.5,3,1504846488,El Kelaa des Srarhna,32.05,-7.4,Morocco,Marrakech-Safi,106418.0,1504846488
2026-09-19,36.0,19.8,0.0,3,18.1,31.0,2,1504846488,El Kelaa des Srarhna,32.05,-7.4,Morocco,Marrakech-Safi,106418.0,1504846488
2026-09-20,38.6,23.1,0.0,3,11.3,20.2,3,1504846488,El Kelaa des Srarhna,32.05,-7.4,Morocco,Marrakech-Safi,106418.0,1504846488
2026-09-21,36.5,22.7,0.9,7,12.9,23.4,80,1504846488,El Kelaa des Srarhna,32.05,-7.4,Morocco,Marrakech-Safi,106418.0,1504846488
2026-09-14,29.5,22.5,0.0,0,25.9,61.2,1,1504861504,Tangier,35.7767,-5.8039,Morocco,Tanger-Tétouan-Al Hoceïma,1275428.0,1504861504
2026-09-15,30.9,21.5,0.0,0,13.2,30.2,1,1504861504,Tangier,35.7767,-5.8039,Morocco,Tanger-Tétouan-Al Hoceïma,1275428.0,1504861504
2026-09-16,26.5,18.1,0.0,0,17.2,41.4,3,1504861504,Tangier,35.7767,-5.8039,Morocco,Tanger-Tétouan-Al Hoceïma,1275428.0,1504861504
2026-09-17,26.9,16.4,0.0,0,11.2,27.4,3,1504861504,Tangier,35.7767,-5.8039,Morocco,Tanger-Tétouan-Al Hoceïma,1275428.0,1504861504
2026-09-18,28.3,19.2,0.0,3,17.9,42.5,3,1504861504,Tangier,35.7767,-5.8039,Morocco,Tanger-Tétouan-Al Hoceïma,1275428.0,1504861504
2026-09-19,28.0,21.9,0.0,0,29.0,70.2,3,1504861504,Tangier,35.7767,-5.8039,Morocco,Tanger-Tétouan-Al Hoceïma,1275428.0,1504861504
2026-09-20,26.8,23.0,0.0,0,42.5,82.1,1,1504861504,Tangier,35.7767,-5.8039,Morocco,Tanger-Tétouan-Al Hoceïma,1275428.0,1504861504
2026-09-21,26.2,22.2,0.0,0,40.0,77.4,1,1504861504,Tangier,35.7767,-5.8039,Morocco,Tanger-Tétouan-Al Hoceïma,1275428.0,1504861504
2026-09-14,38.7,23.5,0.0,0,11.7,31.0,1,1504861997,Fes,34.0433,-5.0033,Morocco,Fès-Meknès,1167842.0,1504861997
2026-09-15,35.1,23.8,0.0,0,14.5,38.2,1,1504861997,Fes,34.0433,-5.0033,Morocco,Fès-Meknès,1167842.0,1504861997
2026-09-16,31.8,21.0,0.0,0,16.7,40.3,1,1504861997,Fes,34.0433,-5.0033,Morocco,Fès-Meknès,1167842.0,1504861997
2026-09-17,29.3,18.9,0.0,0,13.0,34.6,3,1504861997,Fes,34.0433,-5.0033,Morocco,Fès-Meknès,1167842.0,1504861997
2026-09-18,30.9,18.1,0.0,10,9.4,25.2,3,1504861997,Fes,34.0433,-5.0033,Morocco,Fès-Meknès,1167842.0,1504861997
2026-09-19,33.9,20.8,0.0,4,16.3,41.0,3,1504861997,Fes,34.0433,-5.0033,Morocco,Fès-Meknès,1167842.0,1504861997
2026-09-20,36.4,22.5,0.0,3,16.6,40.3,1,1504861997,Fes,34.0433,-5.0033,Morocco,Fès-Meknès,1167842.0,1504861997
2026-09-21,37.6,23.2,0.0,0,10.9,30.6,2,1504861997,Fes,34.0433,-5.0033,Morocco,Fès-Meknès,1167842.0,1504861997
2026-09-14,30.2,17.5,0.0,0,18.2,37.4,1,1504891036,Oujda-Angad,34.6867,-1.9114,Morocco,Oriental,506224.0,1504891036
2026-09-15,31.0,16.2,0.0,0,17.3,36.0,2,1504891036,Oujda-Angad,34.6867,-1.9114,Morocco,Oriental,506224.0,1504891036
2026-09-16,32.6,15.7,0.0,0,19.9,41.0,1,1504891036,Oujda-Angad,34.6867,-1.9114,Morocco,Oriental,506224.0,1504891036
2026-09-17,28.7,15.9,0.0,8,20.9,46.8,3,1504891036,Oujda-Angad,34.6867,-1.9114,Morocco,Oriental,506224.0,1504891036
2026-09-18,27.6,18.0,0.0,23,21.3,45.0,45,1504891036,Oujda-Angad,34.6867,-1.9114,Morocco,Oriental,506224.0,1504891036
2026-09-19,28.2,17.7,0.0,28,19.7,42.1,45,1504891036,Oujda-Angad,34.6867,-1.9114,Morocco,Oriental,506224.0,1504891036
2026-09-20,30.3,18.2,0.0,5,23.0,41.0,45,1504891036,Oujda-Angad,34.6867,-1.9114,Morocco,Oriental,506224.0,1504891036
2026-09-21,29.6,17.2,0.0,5,22.4,40.0,3,1504891036,Oujda-Angad,34.6867,-1.9114,Morocco,Oriental,506224.0,1504891036
2026-09-14,40.0,26.3,0.0,3,18.1,42.1,3,1504909564,Ben Guerir,32.23,-7.95,Morocco,Marrakech-Safi,114872.0,1504909564
2026-09-15,37.1,24.5,0.0,3,21.3,42.5,3,1504909564,Ben Guerir,32.23,-7.95,Morocco,Marrakech-Safi,114872.0,1504909564
2026-09-16,33.0,19.8,0.0,0,19.5,39.2,1,1504909564,Ben Guerir,32.23,-7.95,Morocco,Marrakech-Safi,114872.0,1504909564
2026-09-17,28.7,17.2,0.0,0,15.7,33.1,2,1504909564,Ben Guerir,32.23,-7.95,Morocco,Marrakech-Safi,114872.0,1504909564
2026-09-18,30.5,17.2,0.0,4,14.6,30.6,3,1504909564,Ben Guerir,32.23,-7.95,Morocco,Marrakech-Safi,114872.0,1504909564
2026-09-19,34.5,18.1,0.0,5,18.0,36.7,2,1504909564,Ben Guerir,32.23,-7.95,Morocco,Marrakech-Safi,114872.0,1504909564
2026-09-20,39.4,25.7,0.0,1,24.0,42.1,3,1504909564,Ben Guerir,32.23,-7.95,Morocco,Marrakech-Safi,114872.0,1504909564
2026-09-21,36.2,23.4,0.0,3,18.3,33.5,3,1504909564,Ben Guerir,32.23,-7.95,Morocco,Marrakech-Safi,114872.0,1504909564
2026-09-15,38.4,24.4,0.0,5,18.1,33.1,3,1504926324,Sa'ada,31.6258,-8.1028,Morocco,Marrakech-Safi,91903.0,1504926324
2026-09-16,35.2,21.1,0.0,0,17.7,33.5,1,1504926324,Sa'ada,31.6258,-8.1028,Morocco,Marrakech-Safi,91903.0,1504926324
2026-09-17,30.3,18.2,0.0,0,12.1,24.1,3,1504926324,Sa'ada,31.6258,-8.1028,Morocco,Marrakech-Safi,91903.0,1504926324
2026-09-18,31.9,18.2,0.0,5,9.4,18.7,3,1504926324,Sa'ada,31.6258,-8.1028,Morocco,Marrakech-Safi,91903.0,1504926324
2026-09-19,36.5,19.1,0.0,4,13.0,24.1,2,1504926324,Sa'ada,31.6258,-8.1028,Morocco,Marrakech-Safi,91903.0,1504926324
2026-09-20,39.8,23.1,0.0,5,17.1,43.2,3,1504926324,Sa'ada,31.6258,-8.1028,Morocco,Marrakech-Safi,91903.0,1504926324
2026-09-21,37.8,23.9,0.0,3,15.5,34.9,1,1504926324,Sa'ada,31.6258,-8.1028,Morocco,Marrakech-Safi,91903.0,1504926324
2026-09-14,29.2,21.0,0.0,0,13.4,24.8,1,1504964063,El Jadid,33.2566,-8.5025,Morocco,Casablanca-Settat,237464.0,1504964063
2026-09-15,27.2,21.5,0.0,0,16.8,30.6,45,1504964063,El Jadid,33.2566,-8.5025,Morocco,Casablanca-Settat,237464.0,1504964063
2026-09-16,25.4,21.4,0.0,0,18.7,34.2,2,1504964063,El Jadid,33.2566,-8.5025,Morocco,Casablanca-Settat,237464.0,1504964063
2026-09-17,25.7,20.3,0.0,0,16.1,28.8,3,1504964063,El Jadid,33.2566,-8.5025,Morocco,Casablanca-Settat,237464.0,1504964063
2026-09-18,25.3,20.1,0.0,0,17.7,31.7,3,1504964063,El Jadid,33.2566,-8.5025,Morocco,Casablanca-Settat,237464.0,1504964063
2026-09-19,25.8,19.8,0.0,0,17.5,32.8,2,1504964063,El Jadid,33.2566,-8.5025,Morocco,Casablanca-Settat,237464.0,1504964063
2026-09-20,29.5,21.9,0.0,0,15.9,31.0,2,1504964063,El Jadid,33.2566,-8.5025,Morocco,Casablanca-Settat,237464.0,1504964063
2026-09-21,28.5,21.8,0.0,0,13.8,28.4,2,1504964063,El Jadid,33.2566,-8.5025,Morocco,Casablanca-Settat,237464.0,1504964063
2026-09-15,39.6,22.6,0.0,3,19.2,36.0,2,1504975687,Al Fqih Ben Calah,32.507,-6.6886,Morocco,Béni Mellal-Khénifra,97380.0,1504975687
2026-09-16,35.5,19.8,0.0,0,16.9,34.9,0,1504975687,Al Fqih Ben Calah,32.507,-6.6886,Morocco,Béni Mellal-Khénifra,97380.0,1504975687
2026-09-17,32.8,16.5,0.0,0,13.4,25.2,3,1504975687,Al Fqih Ben Calah,32.507,-6.6886,Morocco,Béni Mellal-Khénifra,97380.0,1504975687
2026-09-18,33.5,17.2,0.0,13,8.6,18.4,3,1504975687,Al Fqih Ben Calah,32.507,-6.6886,Morocco,Béni Mellal-Khénifra,97380.0,1504975687
2026-09-19,38.0,19.5,0.0,6,13.5,27.0,2,1504975687,Al Fqih Ben Calah,32.507,-6.6886,Morocco,Béni Mellal-Khénifra,97380.0,1504975687
2026-09-20,40.2,25.3,0.0,0,19.8,34.6,3,1504975687,Al Fqih Ben Calah,32.507,-6.6886,Morocco,Béni Mellal-Khénifra,97380.0,1504975687
2026-09-21,38.9,23.8,0.6,3,11.9,23.0,3,1504975687,Al Fqih Ben Calah,32.507,-6.6886,Morocco,Béni Mellal-Khénifra,97380.0,1504975687
2026-09-14,33.6,23.8,0.0,0,11.2,29.2,0,1504989034,Sale,34.05,-6.8167,Morocco,Rabat-Salé-Kénitra,945101.0,1504989034
2026-09-15,28.2,21.6,0.0,0,12.4,32.0,45,1504989034,Sale,34.05,-6.8167,Morocco,Rabat-Salé-Kénitra,945101.0,1504989034
2026-09-16,26.3,20.7,0.0,0,14.8,37.1,2,1504989034,Sale,34.05,-6.8167,Morocco,Rabat-Salé-Kénitra,945101.0,1504989034
2026-09-17,26.2,18.9,0.0,0,11.8,31.0,3,1504989034,Sale,34.05,-6.8167,Morocco,Rabat-Salé-Kénitra,945101.0,1504989034
2026-09-18,25.9,18.0,0.0,5,11.8,31.3,3,1504989034,Sale,34.05,-6.8167,Morocco,Rabat-Salé-Kénitra,945101.0,1504989034
2026-09-19,28.9,16.8,0.0,3,12.8,32.4,45,1504989034,Sale,34.05,-6.8167,Morocco,Rabat-Salé-Kénitra,945101.0,1504989034
2026-09-20,32.4,20.3,0.0,3,10.6,25.2,2,1504989034,Sale,34.05,-6.8167,Morocco,Rabat-Salé-Kénitra,945101.0,1504989034
2026-09-21,28.8,21.8,0.0,0,12.2,29.5,3,1504989034,Sale,34.05,-6.8167,Morocco,Rabat-Salé-Kénitra,945101.0,1504989034
2026-09-15,30.1,19.8,0.1,15,18.9,28.8,3,1504989758,Qal'at Mgouna,31.2414,-6.1283,Morocco,Drâa-Tafilalet,83748.0,1504989758
2026-09-16,30.9,17.1,0.0,0,27.6,43.6,3,1504989758,Qal'at Mgouna,31.2414,-6.1283,Morocco,Drâa-Tafilalet,83748.0,1504989758
2026-09-17,27.8,19.1,1.2,33,16.3,29.2,80,1504989758,Qal'at Mgouna,31.2414,-6.1283,Morocco,Drâa-Tafilalet,83748.0,1504989758
2026-09-18,29.1,16.5,0.1,25,17.1,27.4,3,1504989758,Qal'at Mgouna,31.2414,-6.1283,Morocco,Drâa-Tafilalet,83748.0,1504989758
2026-09-19,28.7,20.4,0.0,30,19.7,30.2,3,1504989758,Qal'at Mgouna,31.2414,-6.1283,Morocco,Drâa-Tafilalet,83748.0,1504989758
2026-09-20,30.3,20.8,0.0,22,25.3,39.2,3,1504989758,Qal'at Mgouna,31.2414,-6.1283,Morocco,Drâa-Tafilalet,83748.0,1504989758
2026-09-21,30.3,20.6,1.2,15,24.3,37.4,80,1504989758,Qal'at Mgouna,31.2414,-6.1283,Morocco,Drâa-Tafilalet,83748.0,1504989758
2026-09-14,23.0,20.3,0.0,0,22.4,27.7,1,1504999983,Ad Dakhla,23.7167,-15.95,Morocco,Dakhla-Oued Ed-Dahab,165463.0,1504999983
2026-09-15,24.1,22.5,0.0,20,31.8,39.2,1,1504999983,Ad Dakhla,23.7167,-15.95,Morocco,Dakhla-Oued Ed-Dahab,165463.0,1504999983
2026-09-16,23.2,22.0,0.0,0,35.3,43.9,0,1504999983,Ad Dakhla,23.7167,-15.95,Morocco,Dakhla-Oued Ed-Dahab,165463.0,1504999983
2026-09-17,22.0,20.2,0.0,0,40.5,51.5,2,1504999983,Ad Dakhla,23.7167,-15.95,Morocco,Dakhla-Oued Ed-Dahab,165463.0,1504999983
2026-09-18,21.2,20.2,0.0,0,39.6,49.3,0,1504999983,Ad Dakhla,23.7167,-15.95,Morocco,Dakhla-Oued Ed-Dahab,165463.0,1504999983
2026-09-19,21.0,19.8,0.0,0,30.2,39.2,0,1504999983,Ad Dakhla,23.7167,-15.95,Morocco,Dakhla-Oued Ed-Dahab,165463.0,1504999983
2026-09-20,21.2,19.4,0.0,3,32.6,40.3,0,1504999983,Ad Dakhla,23.7167,-15.95,Morocco,Dakhla-Oued Ed-Dahab,165463.0,1504999983
2026-09-21,21.5,19.2,0.0,12,28.7,41.0,0,1504999983,Ad Dakhla,23.7167,-15.95,Morocco,Dakhla-Oued Ed-Dahab,165463.0,1504999983
